Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"Abilene, TX Metropolitan Statistical Area",420.3
"Amarillo, TX Metropolitan Statistical Area",493.3
"Austin-Round Rock, TX Metropolitan Statistical Area",581.5
"Beaumont-Port Arthur, TX Metropolitan Statistical Area",531.5
"Brownsville-Harlingen, TX Metropolitan Statistical Area",229.8
"College Station-Bryan, TX Metropolitan Statistical Area",353.8
"Corpus Christi, TX Metropolitan Statistical Area",371.7
"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",634.6
"El Paso, TX Metropolitan Statistical Area",386.9
"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",543.6
"Killeen-Temple, TX Metropolitan Statistical Area",638.1
"Laredo, TX Metropolitan Statistical Area",180.3
"Longview, TX Metropolitan Statistical Area",469.5
"Lubbock, TX Metropolitan Statistical Area",498.3
"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",205
"Midland, TX Metropolitan Statistical Area",391.6
"Odessa, TX Metropolitan Statistical Area",355.6
"San Angelo, TX Metropolitan Statistical Area",453.5
"San Antonio-New Braunfels, TX Metropolitan Statistical Area",497.2
"Sherman-Denison, TX Metropolitan Statistical Area",521.7
"Texarkana, TX-AR Metropolitan Statistical Area",594.3
"Tyler, TX Metropolitan Statistical Area",585.9
"Waco, TX Metropolitan Statistical Area",464.9
"Wichita Falls, TX Metropolitan Statistical Area",560.6
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2016 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2018, Federal Trade Commission",
